Fecha,Hora Local,Magnitud,Profundidad en km,Localizacion,Origen,Reportado,Latitud,Longitud
2021-04-10,19:42:27,5,25,"87 km Oeste de La Cruz, Guanacaste",SubducciÃ³n,"Playa PanamÃ¡, El Coco, Playa Hermosa de Carillo, Filadelfia, Monteverde,Sardinal, Tamarindo, Tempate, Liberia, veinticiete de abril",10.9965,-86.4321
2021-04-09,23:16:57,3.8,24,23 SO de Playa Herradura,SubducciÃ³n,"Herradura, Esparza",9.5915,-84.8605
2021-04-08,19:39:41,3.2,11,"1 km NE de Desamparados, San JosÃ©",Fallamiento Local,"Desamparados, Alajuelita, AserrÃ­, Curridabat, Guadalupe, San Pedro, Moravia, Pavas, EscazÃº, Santa Ana, Cartago, Tobosi, Agua Caliente, Heredia, Barva",9.8988,-84.0539
2021-04-07,11:51:16,4.4,12,9 km SO de San Isidro de PerÃ©z ZeledÃ³n,Fallamiento local,"PerÃ©z ZeledÃ³n, Dominical, Buenos Aires, Quepos y Valle Central",9.3477,-83.7812
2021-04-06,23:49:00,2.7,3,2 km al noreste de La Fortuna de Bagaces,Fallamiento Local,Bagaces,10.6883,-85.1884
2021-04-04,21:41:00,4,26,40 km Este de Tortuguero. LimÃ³n,DeformaciÃ³n interna de la placa del Caribe.,Caribe y Valle Central leve,10.5299,-83.1357
2021-04-03,13:26:00,3.8,17,11 km al Sur de JacÃ³,TectÃ³nico por subducciÃ³n,"JacÃ³, Herradura y Esterillos",9.51,-84.64
2021-03-30,16:42:00,3.7,24,3 km Nor Oeste de BÃºfalo. LimÃ³n,Contacto Bloque de PanamÃ¡  y Placa Caribe,Fuerte en LimÃ³n y alrededores,10.0113,-83.2022
2021-03-29,14:46:00,4.7,31,19 km Sur Oeste de Tamarindo. Guanacaste,Intraplaca Coco,Guancaste fuerte,10.1434,-85.961
2021-03-29,16:16:00,4.6,38,13 km Norte  Pto. Armuelles. PanamÃ¡,Intraplaca Nazca,Sur del paÃ­s y leve en Valle Central,8.3886,-82.855
2021-03-29,17:25:00,3.8,22,En la entrada al Golfo de Nicoya,TectÃ³nico por subducciÃ³n,"Cabuya, CÃ³bano, Tambor y Paquera",9.6527,-84.895
2021-03-23,17:01:00,2.7,3.7,0.5km hacia el noroeste de Desamparados,Fallamiento local,"Desamparados, San Sebastian, Tobosi, AserrÃ­, San Miguel, Arrabal el Carmen, San Antonio de EscazÃº",9.9006,-84.0638
2021-03-21,01:51:00,3.7,10,Desamparados,fallamiento local,"Desamparados, AserrÃ­, Alajuelita, EscazÃº, Moravia, Tres RÃ­os, Pavas, Guadalupe, Heredia, Barva, Santa Barbara, Cartago",9.8897,-84.0625
2021-03-18,23:36:14,3.3,20,"1 km sur de Jabilla Abajo, CaÃ±as, Guanacaste",Fallamiento Local,Juntas de Abangares y TilarÃ¡n,10.388,-85.0321
2021-03-16,18:49:23,4.2,34,"5 km este de Puerto Armuelles, PanamÃ¡",SubducciÃ³n,"La Cuesta, La Esperanza de PavÃ³n y km treinta y uno de Golfito",8.264,-82.823
2021-03-13,01:57:00,4.95,160,"38 km al noroeste de La Cruz, Guanacaste (lado de Nicaragua)",SubducciÃ³n,"Cartagena, Nandayure, Nicoya, Tamarindo, Carrillo, Santa Cruz, SÃ¡mara, TilarÃ¡n, Bijagua, Ciudad Quesada",11.3581,-85.8205
2021-03-10,11:18:00,3.5,13,3 km Nor Oeste de Puerto JimÃ©nez,SubducciÃ³n,Zona Sur y leve en Valle Central,8.5562,-83.3226
2021-03-09,15:47:00,3.2,23,5 km al oeste de Matina,TectÃ³nico por falla local.,BatÃ¡n y LimÃ³n,10.08,-83.3281
2021-03-08,03:10:00,4.6,20,39 km hacia el suroeste de Uvita,TectÃ³nico por subducciÃ³n,"Quepos, Uvita, Esterillos, PÃ©rez ZeledÃ³n, Dominical, Alajuela, Heredia, Cartago, AserrÃ­, EscazÃº, Uruca y Ciudad Quesada.",9.0198,-84.0667
2021-03-05,13:09:00,2.5,7,7 km al Sureste de Santiago de Puriscal,TectÃ³nico por falla local.,Puriscal y Acosta,9.8157,-84.2565
2021-03-04,09:03:52,3.7,9,9.5 km hacia el noroeste de RÃ­o Blanco de  PÃ©rez ZeledÃ³n,TectÃ³nico por fallamiento local,"ParaÃ­so, Turrialba, IrazÃº y Cervantes",9.588,-83.6418
2021-03-02,01:48:00,4.1,4.8,10 km hacia el noroeste de San Marcos de TarrazÃº,TectÃ³nico por fallamiento local,Valle Central,9.7552,-84.0287
2021-03-02,00:24:00,2.4,48,20.7 km hacia el suroeste de San Isidro de el General,TectÃ³nico por subducciÃ³n,"Pavas, Alajuela, Heredia, Desamparados, Hatillo, Puriscal y ParaÃ­so",9.3157,-83.8872
2021-03-02,06:59:00,4.2,37,17 km hacia el noroeste de Uvita,TectÃ³nico por subducciÃ³n,"PÃ©rez ZeledÃ³n, Rancho Redondo y  Cartago",9.2004,-83.8918
2021-03-02,00:24:00,2.4,48,20.7 km hacia el suroeste de San Isidro de el General,TectÃ³nico por subducciÃ³n,"Pavas, Alajuela, Heredia, Desamparados, Hatillo, Puriscal y ParaÃ­so",9.3157,-83.8872
2021-03-01,01:47:00,3.1,4,7 km al norte de San Pablo de LeÃ³n CortÃ©s,Fallamiento Local,"Cartago, LeÃ³n CortÃ©s, Desamparados, AserrÃ­, EscazÃº, Pavas, Tres RÃ­os,  San JosÃ©, Heredia, San JoaquÃ­n",9.7445,-84.0285
2021-02-28,20:06:31,2.1,7,"3 km SE de Ciudad ColÃ³n, San JosÃ©",Fallamiento Local,"Ciudad ColÃ³n, EscazÃº, Pavas, AserrÃ­, Santa Ana, BelÃ©n, Acosta",9.9023,-84.2182
2021-02-27,10:51:50,3.8,17,"7 km norte de Buena Vista de Rivas, PerÃ©z ZeledÃ³n",Fallamiento local,Turrialba y VolcÃ¡n IrazÃº,9.5647,-83.6423
2021-02-27,18:01:50,4.6,21,21 km SSO de Esterillos,SubducciÃ³n,"JacÃ³, Parrita, Quepos, Esterillos,Puntarenas, Alajuela, Zarcero, Poas, Atenas, San RamÃ³n, Grecia, Heredia, Barva, Desamparados, Ciudad ColÃ³n",9.3658,-84.5547
2021-02-26,17:16:18,2,5,2 km este de Bajo Badillas de Puriscal,Fallamiento local,Tabarcia de Mora,9.8,-84.26
2021-02-24,21:41:39,3.8,23,"16 km SEE de JacÃ³, Puntarenas",SubducciÃ³n,CÃ³bano y JesÃºs MarÃ­a de San Mateo,9.5956,-84.7745
2021-02-23,23:41:00,3.9,27,10 km al noroeste de Cahuita,"SubducciÃ³n, CinturÃ³n Deformado del Norte de PanamÃ¡","LimÃ³n, Guacimo, Talamanca, Vesta, Guapiles,",9.7713,-82.9273
2021-02-22,17:50:29,4.1,7,7 km SO de Palmichal de Acosta,Fallamiento Local,"San JosÃ©, AserrÃ­, Acosta, Puriscal,Santa Ana,Ciudad ColÃ³n,EscazÃº,Alajuelita,Tres Rios, Pavas, Guadalupe, Sabanilla,Coronado,San Pedro,TibÃ¡s, Desamparados, Alajuela,Atenas,Cartago,Heredia, Quepos",9.8027,-84.2586
2021-02-22,21:54:00,3.1,6,7 km al sureste de Santiago de Puriscal,fallamiento local,Puriscal,9.7969,-84.2653
2021-02-15,19:31:28,4.88,18.5,"20 km hacia el Noroeste de Golfito, Puntarenas.",DeformaciÃ³n interna de la placa del Coco,"Golfito, BahÃ­a Drake, Coto Brus, Valle Central, Puerto Jimenez",8.6261,-83.2955
2021-02-15,20:00:27,4,17,20 km hacia el Noroeste de Golfito,DeformaciÃ³n interna de la placa del Coco,"Golfito, Puerto Jimenez,",8.6223,-83.2863
2021-02-13,15:53:11,3.73,48.82,"6.5 km hacia el Sureste de Barranca, Puntarenas.",DeformaciÃ³n interna de la placa de la placa del Coco,"San Juan, Barranca, Moravia, Puntarenas, JacÃ³, El Roble",9.9439,-84.6715
2021-02-05,23:43:13,2.5,14,11.4 NE de Rivas de PerÃ©z ZeledÃ³n,Fallamiento Local,Chuma y Centro San Isidro de PerÃ©z ZeledÃ³n,9.4807,-83.5772
2021-02-05,23:41:19,3.3,18,11 km NE de Rivas de PerÃ©z ZeledÃ³n,Fallamiento Local,"San Isidro de PerÃ©z ZeledÃ³n, San Rafael norte, CajÃ³n; ambos en PerÃ©z ZeledÃ³n",9.4509,-83.5659
2021-02-05,23:41:19,2.6,17,6.8 km NE de Rivas de PerÃ©z ZeledÃ³n,Fallamiento Local,San Isidro de PerÃ©z ZeledÃ³n.,9.4402,-83.6028
2021-01-31,16:30:56,4.2,22,"28 km SO de JacÃ³, Puntarenas",SubducciÃ³n,CÃ³bano y Nandayure,9.499,-84.864
2021-01-31,16:36:34,3.9,12,"25 km SO de jacÃ³, Puntarenas",SubducciÃ³n,CÃ³bano y Nandayure,9.5208,-84.8364
2021-01-29,05:23:24,4.9,19,"14.2 km al SurOeste de Limones, Punta Burica, Puntarenas.",Zona de Fracturas de PanamÃ¡,Corredores de Puntarenas,7.9623,-82.9021
2021-01-29,06:41:34,6,15,"37.6 km hacia el Suroeste de Puerto Armuelles, PenÃ­nsula de Burica",SubducciÃ³n,"Alajuela, Heredia, Perez ZeledÃ³n, Corredores de Puntarenas, Puerto Armuelles",7.9451,-82.9095
2021-01-23,16:15:00,3.4,35,"9 km Nor Oeste de Tamarindo, Guanacaste",SubducciÃ³n,"Tamarindo, Brasilito, Santa Cruz",10.3423,-85.9112
2021-01-21,07:06:00,3.7,6,"2,3. km hacia el noroeste de Orosi.",Fallamiento local,"Cartago, Alajuela, San JosÃ© y Turrialba",9.8152,-83.865
2021-01-20,01:17:00,4.1,25,15 km Sur de la Cuesta de Corredores. Zona Sur,SubducciÃ³n,Zona Sur y leve en Valle Central,8.3412,-82.8522
2021-01-08,19:33:00,2.2,8,2 km al Norte de San Antonio de Desamparados,TectÃ³nico por falla local.,"San Antonio, San Miguel y Calle Fallas de Desamparados, Curridabat, Alajuelita y EscazÃº",9.9151,-84.0475
2021-01-07,12:48:00,2.5,6,Deasamparados,TectÃ³nico por falla local.,Dasamparados y Alajuelita,9.8947,-84.0639
2021-01-06,15:12:00,3.8,20,14 km Nor Este de Coto Brus,TectÃ³nico por falla local,Sabalito,8.8994,-82.8654
2021-01-06,17:55:00,4,25,5 km al Noreste de Rivas de PÃ©rez ZeledÃ³n,TectÃ³nico por falla local.,"San Isisdro, Rivas, San Gerardo, Rivas y Oratorio, todos de PÃ©rez ZeledÃ³n",9.4613,-83.6398
2021-01-04,18:55:00,5.3,19,"28 km al sureste de Punta Banco, BÃ³rica, Puntarenas",Subduccion,"Puntarenas: Paso Canoas, Perez Zeledon, Osa, Jimenez, Canoas, Ciudad Nelly, Laurel, Zancudo, Buenos Aires, Golfito, Sabalito; Panama: Chiriqui, David; Cartago: Oreamuno, Turrialba, IrazÃº, Tres Rios;",8.1335,-82.994
2021-01-04,20:03:00,2.1,1,"10 km noreste de Savegre, Puntarenas",fallamiento local,"Puriscal, Ciudad Colon, Santa Ana, Aurora",9.3831,-83.8296
2021-01-03,07:25:00,2.5,7,Desamparados,TectÃ³nico por falla local.,"Desamparados, AserÃ­, Alajuelita, San Pedro, Los Yoses, San JosÃ© Centro, Zapote, Curridabat",9.9018,-84.0578
2021-01-01,14:12:05,2.83,9.16,Desamparados,Fallamiento local,"Desamparados, EscazÃº,",9.8966,-84.0702
2021-01-01,23:27:16,2.65,7.3,Desamparados de San Jose,Fallamiento local,"Desamparados, AserrÃ­, EscazÃº, Alajuelita",9.9008,-84.0468
2022-12-27,08:04:00,3.4,7,4 km al noreste de San Gerardo de Dota,Tectónico por falla local.,"San Gerardo, San Isidro y Quebradas de Pérez Zeledón",9.5858,-83.7671
2022-12-26,23:34:12,4.2,10.314,"3 km hacia el Sureste de Mata de Limón, Sixaola. Limón",Fallamiento local,"Sixaola, Limon, Manzanillo de Limon, Palmares,",9.5243,-82.5791
2022-12-20,21:34:00,3.7,27,25 km al Suroeste de Jacó,Tectónico por subducción,Jacó y Tambor,9.4706,-84.7972
2022-12-11,18:47:00,3.9,17,Nosara,Tectónico por subducción,"Nosara, Garza, Sámara, Nicoya, Ostional, Hojancha",9.9753,-85.6486
2022-12-10,00:42:00,3.96,27,7 km al sureste de playa Dominical,Subduccion,Pérez Zeledón,9.1815,-83.8515
2022-12-10,21:07:00,3.5,17,20 km al Sur de Jacó,Tectónico por subducción,Jacó y Quebrada Ganado,9.4833,-84.6396
2022-12-09,22:05:33,3.7,43,"3.5 km NOO de Quebrada Onda de Nicoya, Guanacaste",Deformación placa Coco,Nicoya,10.1982,-85.3278
2022-12-08,18:35:28,2.4,6,4 km NO de Centro de Alfaro Ruiz,Fallamiento local,Zarcero,10.219,-84.4005
2022-12-03,15:02:00,4.3,16,2 km Nor Este de Rincón de Osa,Fallamiento Local,"Rincón de Osa, La Palma",8.717,-83.4818
2022-12-02,17:16:00,2.9,8,5 km Sur Este de Bijagua de Upala.,Fallamiento Local,Bijagua y Santa Rosa de Upala,10.6879,-85.0373
2022-11-24,20:00:00,2.4,15,10 km al Noreste de Horquetas de Sarapiquí,Tectónico por falla local.,Horquetas de Sarapiquí y Ró Frío,10.4239,-83.9005
2022-11-21,01:00:00,4.6,35,7 km al Suroeste de Dominical,Tectónico por subducción,"Dominical, Uvita, San Isidro de PZ, Buenos Aires, San Vito y Cartago",9.1883,-83.8928
2022-11-19,00:41:00,4.5,20,40 km al Sur de Puerto Viejo de Limón,Tectónico por falla local.,"Puerto Viejo, Bribi, Cahuita, Limón, San Vito, San Isidro, Turrialba.",9.3028,-82.7429
2022-11-17,03:21:00,4.3,33,7 km Sur Oeste de Cambutal de Osa,Intraplaca Coco,"Zona Sur, Pacífico Central y Valle Central.",9.1722,-83.8841
2022-11-06,01:44:00,2.6,7,11 km al Suroeste de Pocora de Limón,Tectónico por falla local.,La Argentina de Pocora y las Colinas de Guácimo.,10.0969,-83.674
2022-11-03,18:06:00,4,24,8 Km Nor Este de Playa Dominical,Tectónico por Subducción,"Dominical, Quepos y leve en Valle Central",9.3233,-83.8442
2022-10-30,17:46:40,3.7,29,"9 km SO de Parismina, Limón",Fallamiento local,Santa Cruz y Colorado de Turrialba,10.2622,-83.4213
2022-10-23,10:45:54,3.7,80,500 m Norte de Dulce Nombre de Alajuela,Deformacion interna de la placa del Coco,"Grecia, Alajuela",10.1153,-84.1911
2022-10-20,05:57:00,6.9,28,118 km Sur de David Panamá,Zona de Fractura de Panamá,Zona Sur y Valle Central,7.2795,-82.5298
2022-10-18,10:48:00,2.9,8,7 km Sur Oeste de Orosí. Cartago,Fallamiento Local,"Cartago, Paraiso",9.7335,-83.8672
2022-10-17,08:43:00,4.3,32,42 km Oeste de Tamarindo,Tectónico por Subducción,"Tamarindo, Huacas, Sardinal, Playas del Coco",10.2548,-86.2462
2022-10-17,22:18:00,3.1,8,6 km Sur Suroeste de Orosí. Cartago,Fallamiento Local,Cartago y Orosí,9.7418,-83.8725
2022-10-17,23:01:00,2.3,9,7 km Sur Suroeste de Orosí. Cartago,Fallamiento Local,Orosí,9.7375,-83.8772
2022-10-16,06:48:00,6.5,10,130 km al Suroeste de la Isla del Coco,Falla local en la Placa del Coco,Parque Nacional Isla del Coco,4.38,-87.52
2022-10-16,08:45:01,4.1,90.9,"3.5 km hacia el noroeste de Playa Rajada, Guanacaste.",Deformación interna de la placa del Coco,"Carrillo, Brasilito, Playas del Coco, Santa Cruz",11.0625,-85.8005
2022-10-16,12:53:04,4.5,23,"4 km hacia el Noroeste de Puerto Armuelles, Panama",Zona de fracturas de Panama,"Puerto Armuelles, Golfito, Laureles, Corredores",8.324,-82.9029
2022-10-14,04:52:52,3.1,18.5,"1 km hacia el Suroeste de Nosara, Guanacaste",Deformacion interna de la placa del coco,"Nosara, Samara",9.9686,-85.66
2022-10-14,04:00:26,3.6,30,"3.5 km hacia el Sur de Dominical, Puntarenas",Deformacion interna de la placa del coco,"Dominical, Uvita",9.1894,-83.8472
2022-10-13,04:37:00,3.4,34,5 km Nor Noroeste de Nambí de Nicoya,Tectónico por Subducción,"Nambí, Nicoya, Santa Cruz",10.2379,-85.5113
2022-10-13,23:58:00,3.36,19,2 km al suroeste de Nosara,Intraplaca,Nosara,9.964,-85.654
2022-10-07,11:54:00,3.7,16,18 km  Este NorEste  de Medio Queso. Los Chiles,Fallamiento Local,"Los Chiles, Cutris y Medio Queso",10.9868,-84.4461
2022-10-06,03:27:00,3.1,16,15 Km Este de Medio Queso. Los Chiles,Fallamiento Local,"Los Chiles, Santa Fé, Pocosol,",10.9674,-84.4627
2022-10-06,03:30:00,4.2,20,19 Km Este de Medio Queso. Los Chiles,Fallamiento Local,"Los Chiles, Santa Fé, Pocosol,",10.9746,-84.4501
2022-10-04,07:44:00,2.7,8,1.7 km al Norte de San Isidro de Aguas Claras. Upala,Fallamiento Local,"San Isidro de Aguas Claras, Las Armenias",10.839,-85.1727
2022-10-04,11:54:00,3.4,12,1.8 km al Sur Oeste de Aguas Claras. Upala,Fallamiento Local,Aguas Claras,10.8326,-85.1794
2022-09-29,08:12:15,4.3,20.5,"11 km hacia el oeste de Playa Hermosa, Jaco de Puntarenas",Subduccion de la placa del Coco por debajo de la placa del Caribe,"Jaco, Playa Hermosa, Manzanillo, Cobano",9.551,-84.8696
2022-09-13,12:41:00,5.6,39,116 km Sur Sureste de Punta Burica,Zona de Fractura de Panamá,"Río Sereno, Pérez Zeledón, Coto",7.061,-82.4856
2022-09-12,12:01:00,4.7,25,12 km Sur Oeste de División de Pérez Zeledón,Fallamiento Local,Pérez Zeledón y Valle Central,9.4709,-83.8142
2022-09-10,20:08:00,3.1,60,2 km al Noroeste de San Pablo de León Cortés.,Intraplaca Coco,Leve en el Valle Central,9.6911,-84.0607
2022-09-09,15:19:00,3.8,32,13 Km Nor Este de Quepos,Tectónico por Subducción,Valle Central,9.5417,-84.1182
2022-09-08,18:54:00,3.2,17,Frente a Playa Hermosa. 3 Km al sur Sureste del mirador de Jacó,Subducción,Jacó y Playa Hermosa,9.5711,-84.6056
2022-09-03,00:53:00,5.3,18,"23 km al suroeste de Uvita, Puntarenas",Subducción,", Pacífico Central y Valle Central",8.9837,-83.9041
2022-08-21,17:56:00,3.7,14,10 km al Noreste de San Isidro de Pérez Zeledón.,Tectónico por falla local.,"Rivas, General Viejo, Cajón, Platanares, Herradura, Linda Vista y San Isidro de Pérez Zeledón.",9.398,-83.617
2022-08-18,14:41:59,3.2,8,"4.5 km hacia el SurOeste de Orosí, Cartago",Fallamiento local,"Orosí, Cartago, Paraíso",9.7333,-83.8771
2022-08-17,17:56:00,2,4,Fortuna de Bagaces,Tectónico por falla local.,Fortuna de Bagaces,10.679,-85.2014
2022-08-17,20:20:00,1.6,2,Fortuna de Bagaces,Tectónico por falla local.,Fortuna de Bagaces,10.6814,-85.1997
2022-08-13,06:53:55,3.9,56.15,"Santa Maria de Dota, San José",Subduccion,"Cartago, Desamparados, Tarrazu, León Cortez, San Ramón, Tres Ríos, Acosta",9.5737,-83.9739
2022-08-10,19:40:00,2.4,4,7 Km Norte de San Isidro de Pérez Zeledón,Fallamiento Local,Pérez Zeledón y alrededores,9.434,-83.6952
2022-08-08,01:08:15,2.7,11,4.8 km oeste de Quebradas de Pérez Zeledón,Fallamiento local,Quebradas de Peréz Zeledón,9.4153,-83.7482
2022-08-06,00:09:00,4,40,16 km al suroeste de Quepos,Deformación interna de la Placa Coco,"Valle Central, Zona de los Santos, Pérez Zeledón",9.2923,-84.2334
2022-08-05,18:05:00,4.2,32,42 km al oeste de playa Brasilito,Deformación interna de la Placa Coco,"Huacas, Nosara, Playa Potrero, Tamarindo",10.4165,-86.19
2022-08-03,15:55:40,5.8,112,"4 km SE de La Paz Centro, León, Nicaragua",Deformación placa Coco,"Carrillo, Nosara, Santa Cruz, Belén, Monte Verde, Nicoya, Nandayure en Guanacaste",12.3083,-86.6536
2022-07-31,16:33:00,4,34,30 km  Sur Oeste de Nosara,Deformación interna de la placa del Coco.,Nosara,9.7146,-85.804
2022-07-30,09:25:00,3.5,9,11 km SurOeste de División. Pérez Zeledón,Fallamiento Local,Pérez Zeledón,9.4716,-83.8026
2022-07-30,09:26:00,3.1,4,11 km Sur Oeste de División de Pérez Zeledón,Fallamiento Local,Pérez Zeledón,9.4651,-83.8064
2022-07-30,09:32:00,3.5,6,10.5 km Sur Oeste de División de Pérez Zeledón,Fallamiento Local,Pérez Zeledón,9.4716,-83.8067
2022-07-30,09:34:00,3,6,10 km Sur Oeste de División de Pérez Zeledón,Fallamiento Local,Pérez Zeledón,9.4729,-83.8037
2022-07-28,19:05:00,4,35,46 km al Suroeste de Tamarindo,Tectónico por deformación interna de la placa del Coco,"Tamarindo, San Juanillo, Nosara, Garza y Hojancha",10.0441,-86.1631
2022-07-24,17:25:03,3.9,32,"Puerto Armuelles, Panamá",Subducción de la placa de Nazca,Puerto Armuelles,8.3867,-82.8531
2022-07-23,18:50:08,3,30.45,"4 km hacia el Norte de Puerto Viejo, Talamanca",Subduccion de la placa del Caribe,"Dota, Tarrazú",9.6944,-82.755
2022-07-23,18:36:00,2.5,4,2 Km Nor Noreste de Santa Maria de Dota,Fallamiento Local,Zona de los Santos,9.6665,-83.9594
2022-07-19,22:22:00,5.1,28,67km hacia el noroeste de Playa Flamingo,Intra placa del Coco,Fuerte en Guanacaste,10.7547,-86.3026
2022-07-17,12:22:00,3.2,9,2 km al noroeste de Santa Rita de Coronado,Fallamiento local,Valle Central,10.0239,-83.9605
2022-07-09,14:42:00,4.8,60,14 km Suroeste de San Vito,Intraplaca Nazca,Zona Sur,8.791,-83.1078
2022-06-30,03:03:00,3.1,8,8 km hacia el noreste de San Isidro de El General,Fallamiento Local,"Pérez Zeledón, Pavones, Peñas Blancas.",9.3941,-83.629
2022-06-25,19:06:00,3.5,56,5 km al suroeste de San Ignacio de Acosta,Deformacion placa de Coco,"Atenas, tibás",9.769,-84.1964
2022-06-17,01:26:00,5,13,11 km Oeste NorOeste de Puerto Jiménez.,Intraplaca Coco,Zona Sur y Valle Central,8.5496,-83.4039
2022-06-17,07:07:00,4.2,10,12 km Oeste NorOeste de Puerto Jiménez.,Intraplaca Coco,Zona Sur,8.5595,-83.4087
2022-06-17,08:05:00,3.9,13,12 km al Oeste Noroeste de Puerto Jiménez,Intraplaca Coco,Zona Sur,8.5587,-83.3875
2022-06-16,09:36:00,4.4,60,1 km Sur Sureste de Santa Eulalia de Atenas,Intraplaca Coco,"Valle Central, Orotina",9.9976,-84.3672
2022-06-15,09:10:00,3.9,28,10 km Este de Puerto Armuelles.,Zona de Fractura de Panamá,Golfito,8.2574,-82.7737
2022-06-12,00:57:00,4.8,32,10 km hacia el suroeste de Puerto Armuelles,ZFP,"Puerto Jiménez, Ciudad Neily, Laurel, Pérez Zeledón, San Vito, David, Golfito",8.204,-82.9169
2022-06-12,21:43:41,2.5,11,"4 km hacia el Sur de la Fortuna de Bagaces, Guanacaste.",Fallamiento local,Fortuna de Bagaces,10.6299,-85.189
2022-06-11,06:04:40,2.4,4,Paramo de Perez Zeledon,Fallamiento local,Paramo de Perez Zeledon,9.4742,-83.797
2022-06-11,06:07:27,1.5,8.9,Paramo de Perez Zeledon,Fallamiento local,Paramo de Perez Zeledon,9.4617,-83.8086
2022-06-11,06:07:46,2.2,4,Paramo de Perez Zeledon,Fallamiento local,Paramo de Perez Zeledon,9.4591,-83.791
2022-06-09,00:02:00,3.7,7,14km hacia el noroeste de San Isidro de el General,Fallamiento Local,Pérez Zeledón,9.4577,-83.7977
2022-06-09,00:33:00,3.4,8,15km hacia el noroeste de San Isidro de el General,Fallamiento Local,Pérez Zeledón,9.4805,-83.7936
2022-06-09,01:06:00,2.6,8,15km hacia el noroeste de San Isidro de el General,Fallamiento Local,Pérez Zeledón,9.4802,-83.7909
2022-06-09,21:44:00,1.8,9,2 km Sur Oeste de Salitral de Santa Ana.,Fallamiento Local,San Rafael de Escazú,9.8923,-84.1667
2022-06-08,23:58:45,4.2,8.88,"10 km hacia el NorOeste de San Isidro del General, Perez Zeledon",Fallamiento local,"Perez Zeledón,",9.4643,-83.7948
2022-06-07,03:58:13,4.1,32,"10 km al Noroeste de Quepos, Puntarenas",Subduccion de la Placa del Coco,"Quepos, Parrita, Desamparados, Alajuela, Heredia, Puriscal, Curridabat, Cartago",9.5132,-84.1147
2022-06-07,03:58:00,4,31,10.6km hacia el noreste de Quepos,Tectónico por subducción,"Heredia, Alajuela, Desamparados, Aserrí, Curridabat, Cartago",9.5204,-84.1259
2022-06-06,00:05:58,4,7,15 km NO de San Isidro de Pérez Zeledón,Fallamiento local,"San Isidro de Pérez Zeledón, Bahía Ballena, Quepos, Jacó",9.4632,-83.8055
2022-05-25,12:48:50,4.3,7.9,4.3 km hacia el SurOeste de Tierras Morenas de Puntarenas,Fallamiento local,"Perez Zeledon, Playa Guapil, Quepos, Aserri de San Jose, Pavas, Desamparados,",9.3829,-83.8626
2022-05-24,01:01:00,3.4,3,14 km NorOeste de Pérez Zeledón,Fallamiento Local,Pérez Zeledón,9.4669,-83.7888
2022-05-23,11:34:00,5,27,8 km Nor Este de Playa San Juanillo. Guanacaste,Tectónico por Subducción,"Nosara, Santa Cruz,Filadelfia, y leve en el Valle Central",10.0999,-85.7129
2022-05-23,00:51:00,3.9,19,26 km al suroeste de Jacó,subduccion,"Jacó, Paquera",9.4812,-84.8339
2022-05-20,04:44:47,4.1,18,"25.8 km hacia el SurOeste de Playa Jaco, Puntarenas",Subduccion de la placa del Coco,"Tambor, Jicaral, Miramar, Esparza, El roble de Puntarenas, Paquera",9.575,-84.8652
2022-05-19,06:22:27,4.6,20,19.5 km al NE de San Vito de Coto Brus,Fallamiento local,Zona Sur,8.94,-82.8418
2022-05-16,02:15:00,1.84,12,"1 km NO de Matinilla de Santa Ana, San José",Fallamiento local,"Pavas, Escazú",9.8918,-84.1764
2022-05-16,02:31:37,1.7,11,"2.7 km SE de Matinilla de Santa Ana, San José",Fallamiento local,Alajuelita y Escazú,9.8664,-84.1611
2022-05-16,02:47:24,1.4,10,"1.4 km Este de Matinilla de Santa Ana, San José",Fallamiento local,"Alajuelita, Salitral de Santa Ana y en Santa Ana.",9.888,-84.158
2022-05-16,23:23:50,3.4,97,7.3 km NE de Vara Blanca,Deformación placa Coco,Alajuela Centro y Santo Domingo de Heredia,10.1928,-84.0871
2022-05-13,01:03:00,2.8,7,Piedades de Santa Ana,Fallamiento Local,Valle Central,9.9299,-84.2194
2022-05-13,01:46:00,4.1,19,25 km al suroeste de Jaco,subduccion,"Valle Central, Pacífico Central",9.5336,-84.8546
2022-05-13,04:28:00,2.2,11,1 km al Sureste de Piedades de Santa Ana,Tectónico por fallamiento local,"Pavas, Santa Ana, Ciudad Colón",9.9218,-84.211
2022-05-12,10:22:28,3,8,"7.5 SSO de Orosí, Cartago",Fallamiento local,"Lourdes de Agua Caliente, Cartago; Patarra.",9.733,-83.8776
2022-05-11,01:22:49,4.2,55,"5 km NO de Savegre de Aguirre, Puntarenas",Deformación placa Coco,Dominical y Valle Central,9.3798,-83.925
2022-05-11,19:03:49,2.5,6.5,"1.2 km SE de Salitral de Santa Ana, San José Centro, Alajuelita, Escazú",Fallamiento local,Santa Ana,9.8993,-84.1733
2022-05-09,17:17:00,2.8,52,6 km al sureste de Santiago dePuriscal,deformacion interna de la placa Coco,"Santa Ana, Escazu",9.8266,-84.2607
2022-05-07,18:25:00,5.3,17,20 km Oeste de Golfito,Intraplaca Cocos,Zona Sur y Valle Central,8.612,-83.3068
2022-05-06,14:13:00,4.1,14,13 km Sur Oeste de Golfito,Intraplaca Cocos,Golfito,8.5442,-83.2232
2022-05-05,22:47:00,4.2,20,26 km Oeste Suroeste de JacÃ³,Tectonico por Subduccion,Valle Central y Sur de PenÃ­nsula de Nicoya,9.5393,-84.8615
